title,heading,content,tokens
2020년 하계 올림픽 독일 선수단,트라이애슬론,독일은 ITU 혼성 계주 올림픽 랭킹 상위 7개국 중 하나로 4명의 철인 3종 경기 선수(성별 2명)를 다음 경기에 출전할 자격을 얻었습니다. 개별 릴레이,42
2020년 하계 올림픽 독일 선수단,해변,"2021년 6월 13일 FIVB 올림픽 랭킹에서 자국의 15위권에 진입하여 독일 비치 발리볼 3개 팀(남자 1개, 여자 2개)이 올림픽 본선 진출 자격을 얻었습니다.",43
2020년 하계 올림픽 독일 선수단,역도,"독일은 다음 각 등급의 역도 선수 3명을 올림픽 대회에 출전시켰습니다. Simon Brandhuber(남자 61kg)와 2016 리우 올림픽 Nico Mcheller는 IWF Absolute World Ranking을 기준으로 각각의 체급에서 상위 8위권 중 한 자리를 차지했습니다. 2021년 6월 17일, 국제역도연맹(International Weightlifting Federation)은 여러 도핑 사례로 인해 루마니아의 올림픽 출전을 금지했습니다. 따라서 Lisa Schweizer는 여자 64kg 부문에서 자격을 얻기 위해 경쟁하는 다음으로 높은 순위의 역도 선수로 빈 자리를 봉인했습니다.",111
2020년 하계 올림픽 독일 선수단,레슬링,"독일은 올림픽 대회에 다음 각 등급별로 7명의 레슬러를 선발했습니다. 그들 중 5명은 2019년 세계 선수권 대회에서 남자 그레코로만형(67, 87, 130kg)과 여자 자유형(68, 76kg) 레슬링에서 상위 6위 안에 들었습니다. 헝가리 부다페스트에서 열린 2021 유럽올림픽 예선 토너먼트에서 레슬링 남자 자유형 125kg과 남자 그레코로만형 60kg 결승에 진출한 독일 선수들. 남자 자유형남자 그레코로만형여자 자유형",128
2020년 하계 올림픽 아르헨티나 선수단,요약,"아르헨티나는 2020 도쿄 하계 올림픽에 참가했습니다. 당초 2020년 7월 24일부터 8월 9일까지 열릴 예정이던 올림픽은 코로나19 팬데믹으로 인해 2021년 7월 23일부터 8월 8일까지로 연기되었습니다. 아르헨티나 선수들은 1900년 국가 공식 데뷔 이후 1904년 세인트루이스 하계 올림픽, 1912년 스톡홀름 하계 올림픽, 1980년 모스크바 하계 올림픽을 제외한 모든 하계 올림픽에 참가했다. 미국 주도 보이콧.",109
2020년 하계 올림픽 아르헨티나 선수단,체육 실기,아르헨티나 선수는 다음 육상 경기(각 경기당 최대 3명의 선수)에서 예선 시간 또는 세계 랭킹 기준으로 참가 기준을 달성했습니다. 육상 경기 및 도로 경기필드 경기,48
2020년 하계 올림픽 아르헨티나 선수단,남자 토너먼트,"아르헨티나 남자농구팀이 중국에서 열린 2019 FIBA 월드컵에서 미주 1, 2위 팀 중 하나로 8강에 진출하며 올림픽 본선 진출을 확정했다. 팀 명단 15인 명단은 2021년 6월 4일에 발표되었습니다. 최종 스쿼드는 2021년 7월 18일에 공개되었습니다.",76
2020년 하계 올림픽 아르헨티나 선수단,권투,"아르헨티나는 올림픽 토너먼트에 다음 체급에서 경쟁할 3명의 남자 권투 선수를 참가시켰습니다. 2021년 부에노스아이레스에서 열린 팬아메리칸 예선전이 취소되면서 람천 퀴로가(남자 플라이급), 미르코 쿠엘로(남자 페더급), 프란시스코 버천(남자 미들급)이 각각 체급 상위 5위 안에 들었다. IOC의 미주 복싱 태스크 포스 순위에 따라 아르헨티나 선수단에서 자신의 자리를 확보하십시오.",103
2020년 하계 올림픽 아르헨티나 선수단,슬라롬,2021년 범미주 선수권 대회가 취소됨에 따라 아르헨티나는 국제 카누 연맹(International Canoe Federation)의 초대를 수락하여 남자 슬라롬 K-1 카누 선수를 게임에 파견했습니다.,59
2020년 하계 올림픽 아르헨티나 선수단,스프린트,"아르헨티나는 헝가리 세게드에서 열린 2019 ICF 카누 스프린트 세계 선수권 대회에서 전체 9위, 올림픽 예선 진출 국가 중 7위를 기록하며 남자 K-1 1000m 경기에 보트 한 척을 출전시켰습니다. 2021 팬아메리칸 선수권 대회가 취소됨에 따라 2019 세계 선수권 결과를 바탕으로 아르헨티나 명단에 보트 2척(남녀 K-1 200m)이 추가로 수여되었습니다. 예선 범례: FA = 결승 진출(메달); FB = 최종 B에 진출(비메달)",120
2020년 하계 올림픽 아르헨티나 선수단,산악자전거,아르헨티나는 2021년 5월 16일 UCI 올림픽 랭킹 목록에서 아르헨티나가 16위를 차지한 결과 여자 올림픽 크로스컨트리 경기에 한 명의 산악 자전거 선수 자격을 부여했습니다.,45
2020년 하계 올림픽 아르헨티나 선수단,BMX,아르헨티나는 2021년 6월 1일 UCI BMX 올림픽 예선 목록에서 8위를 차지한 결과 올림픽에서 BMX 남자 쿼터 1자리를 받았습니다.,47
2020년 하계 올림픽 아르헨티나 선수단,승마자,캐나다가 여성 기수에 대한 양성 도핑 테스트로 인해 게임에서 추방됨에 따라 아르헨티나는 페루 리마에서 열리는 2019 팬아메리칸 게임에서 5위를 기록하여 3명의 승마 선수로 구성된 분대를 올림픽 팀 점프 대회에 보낼 수 있는 미사용 정박지를 받았습니다.,55
2020년 하계 올림픽 아르헨티나 선수단,펜싱,아르헨티나는 펜싱 선수 한 명을 올림픽 대회에 참가시켰습니다. 2회 올림피아 선수인 벨리엔 페레즈 모리스(Bel_n P_rez Maurice)가 코스타리카 산 호세에서 열린 범미주 지역 예선 결승전에서 우승하여 여자 사브르 출전권을 획득했습니다.,57
2020년 하계 올림픽 아르헨티나 선수단,여자 토너먼트,아르헨티나 여자 필드하키팀이 리마에서 열린 2019 팬아메리칸 게임 결승전에서 금메달을 따고 출전권을 확보함으로써 올림픽 본선 진출 자격을 얻었습니다. 팀 명단팀은 2021년 6월 21일에 발표되었습니다.감독: Carlos Retegui 조별 경기 준준결승준결승금메달 경기,71
2020년 하계 올림픽 아르헨티나 선수단,골프,아르헨티나는 한 명의 골퍼를 올림픽 토너먼트에 참가시켰습니다. Magdalena Simmermacher(세계 랭킹 399위)는 IGF 세계 랭킹을 기반으로 한 자격을 놓고 경쟁하는 다음으로 높은 순위의 골퍼로서 여자 대회에서 경쟁하기 위해 상위 60명의 최초 공식 참가자 중 한 명이 거절한 예비 선석을 받았습니다. Emiliano Grillo는 처음에 남자 경기에 출전하도록 선발되었으나 뛰지 않기로 결정했습니다.,88
2020년 하계 올림픽 아르헨티나 선수단,예술적,"아르헨티나는 한 명의 예술 체조 선수를 올림픽 대회에 참가시켰습니다. 17세의 Martina Dominici는 독일 슈투트가르트에서 열리는 2019년 세계 선수권 대회에 참가할 자격이 있는 20명의 체조 선수 중 7위를 기록하며 여자 개인 종합 및 기구 경기에 한 자리를 예약했습니다. 2021년 6월 23일, Dominici는 올림픽 출전에 대한 그녀의 호소 결과를 고의적으로 기다리는 동안 금지 약물에 대해 양성 반응을 보인 것으로 알려졌습니다. 그렇지 않으면 그녀의 자리는 2019 세계 선수권 대회에서 미국 체조 다음으로 높은 순위를 차지한 Abigail Magistrati에게 할당됩니다. 여성",129
2020년 하계 올림픽 아르헨티나 선수단,유도,"아르헨티나는 게임에서 다음 체급 각각에 대해 2개의 judoka(성별당 1개) 자격을 얻었습니다. 놀랍게도 그녀의 4연속 경기에 진출한 Paula Pareto는 2021년 6월 28일 IJF 세계 랭킹 목록을 기준으로 여자 초경량급(48kg) 부문에서 그녀의 타이틀을 방어하기 위해 상위 18명의 유도카에 공식적으로 선정되었습니다. Emmanuel Lucenti(남자 하프 미들급, 81kg)는 직접 예선을 제외하고 미국 최고의 유도 선수로 아메리카 대륙에서 대륙 정박을 수락했습니다.",123
2020년 하계 올림픽 아르헨티나 선수단,근대5종,현대 5종 경기에 참가하기 위해 다음과 같은 자격을 갖춘 아르헨티나 선수. Sergio Villamayor는 리마에서 열린 2019 팬아메리칸 게임에서 동메달을 획득하고 라틴 아메리카에서 상위 2위 안에 들어 남자 경기에서 선택권을 확보했습니다.,54
2020년 하계 올림픽 아르헨티나 선수단,로잉,아르헨티나는 브라질 리우데자네이루에서 열린 2021 FISA 아메리카 올림픽 예선 레가타에서 금메달을 획득하고 3개의 정박지 중 첫 번째 자리를 확보함으로써 올림픽 여자 경량 더블스컬에서 보트 1척을 확보했습니다. 예선 범례: FA=파이널 A(메달); FB=결승 B(비메달); FC=최종 C(비메달); FD=파이널 D(비메달); FE=파이널 E(비메달); FF=최종 F(비메달); SA/B=준결승 A/B; SC/D=준결승 C/D; SE/F=준결승 E/F; QF=준준결승; R=패배,160
2020년 하계 올림픽 아르헨티나 선수단,항해,"아르헨티나 선원들은 2018 세일링 세계 선수권 대회, 등급 관련 세계 선수권 대회, 2019 팬아메리칸 게임 및 대륙 레가타를 통해 다음 각 등급에서 보트 1척을 획득했습니다. MenWomenMixedM = 메달 레이스; EL = 탈락자는 메달 레이스에 진출하지 못했습니다.",65
2020년 하계 올림픽 아르헨티나 선수단,촬영,"아르헨티나 사격 선수는 2018 ISSF 세계 선수권 대회, 2019 ISSF 월드컵 시리즈, 2019 팬 아메리카 게임, 미주 챔피언십에서 최소 자격 점수(MQS ) 2021년 6월 6일까지. 2016 리우 올림픽 선수 페데리코 길(Federico Gil)은 2021년 6월 6일 ISSF 세계 올림픽 랭킹 자격을 얻기 위해 경쟁하는 최고 순위의 사격 선수로서 일정이 변경된 게임의 남자 스키트에서 직접적인 자리를 얻었습니다.",109
2020년 하계 올림픽 아르헨티나 선수단,서핑,아르헨티나는 이번 올림픽 남자 쇼트보드 경기에 한 명의 서퍼를 파견했습니다. Leandro Usuna는 페루 리마에서 열린 2019 팬아메리칸 게임에서 은메달을 획득한 후 디펜딩 챔피언인 Lucca Mesinas가 이전에 할당한 자리를 확보했습니다. 예선 범례: Q= 3라운드 직접 예선 통과; q = 2라운드 진출,93
2020년 하계 올림픽 아르헨티나 선수단,수영,"아르헨티나 수영 선수는 다음 이벤트에서 자격 기준을 추가로 달성했습니다(OQT(Olympic Qualifying Time)에 각 이벤트에서 최대 2명의 수영 선수, 올림픽 선택 시간(OST)에 잠재적으로 1명의 수영 선수).",51
2020년 하계 올림픽 아르헨티나 선수단,탁구,아르헨티나는 2012년 런던 올림픽 이후 처음으로 탁구 대회에 두 명의 선수를 출전시켰습니다. Horacio Cifuentes는 팀 동료인 Gastchn Alto와 함께 남자 단식에서 자동 진출권을 획득하며 1단계 결승 진출을 달성했습니다. 로사리오에서 열린 라틴 아메리카 예선 토너먼트의 패자부활전 라운드에서 사용할 수 있는 마지막 3장의 티켓 중.,83
2020년 하계 올림픽 아르헨티나 선수단,태권도,아르헨티나는 2012년 런던 올림픽 이후 처음으로 태권도 대회에 1명의 선수를 출전시켰습니다. 2019 팬아메리칸 게임 챔피언 루카스 구즘은 2020 팬아메리칸에서 2위로 남자 플라이급(58kg) 부문에 진출했습니다. 코스타리카 산호세에서 예선전.,71
2020년 하계 올림픽 아르헨티나 선수단,테니스,"아르헨티나는 테니스 선수 5명(남자 4명, 여자 1명)을 올림픽 토너먼트에 출전시켰다. Diego Schwartzman(세계 11위), 신인 Facundo Bagnis(세계 96위), Federico Coria(세계 103위), Francisco Cer? 참가자들은 2021년 6월 14일 ATP 엔트리 랭킹에 따라 남자 단식 직행 자격을 갖춘 토너먼트에서 기권했습니다. Nadia Podoroska는 리마에서 열리는 2019 팬아메리칸 게임에서 결승전에 진출하여 여자 단식에서 완전한 자리를 확보했습니다. 단식에서 자격을 얻은 Bagnis와 Schwartzman은 모두 베테랑 Horacio Zeballos 및 그의 파트너 Andr_s Molteni와 함께 남자 복식에서 함께 뛰기로 결정했습니다. 남자여자혼합",177
2020년 하계 올림픽 아르헨티나 선수단,트라이애슬론,아르헨티나는 올림픽에 참가하기 위해 한 명의 철인 3종 경기 선수를 입력했습니다. Romina Biagioli는 2021년 6월 15일 ITU 개인 세계 랭킹을 기반으로 한 여자 경기에서 미주 지역 예선을 놓고 경쟁하는 트라이애슬론 선수 분야에서 1위를 차지했습니다.,54
2020년 하계 올림픽 아르헨티나 선수단,해변,아르헨티나 남녀 비치발리볼 대표팀이 칠레 산티아고와 파라과이 아순시온에서 열린 2018-2020 CSV 콘티넨탈컵 결승전에서 각각 금메달을 획득하며 올림픽 본선 진출 자격을 얻었다.,47
2020년 하계 올림픽 아르헨티나 선수단,레슬링,"아르헨티나는 24년 만에 처음으로 캐나다 오타와에서 열린 2020 팬아메리칸 예선 토너먼트에서 1, 2위를 차지하며 남자 자유형 65kg급에 출전하는 레슬링 선수 1명을 올림픽 대회에 참가시켰습니다. 남자 자유형",56
2020년 하계 올림픽 아프가니스탄 선수단,요약,아프가니스탄은 2020년 도쿄 하계 올림픽에 참가했습니다. 원래 2020년 7월 24일부터 8월 9일까지 열릴 예정이던 올림픽은 COVID-19 대유행으로 인해 2021년 7월 23일부터 8월 8일까지 연기되었습니다. 그 나라의 선수들은 계속해서 국제적으로 인정받는 아프가니스탄 정부인 이슬람 공화국을 대표했습니다.,89
2020년 하계 올림픽 아프가니스탄 선수단,촬영,아프가니스탄은 최소 자격 점수(MQS)를 충족하는 한 남자 소총 사수를 올림픽에 보내 달라는 노사정 위원회의 초청을 받았습니다. 예선 범례: Q = 다음 라운드 예선; q = 동메달 획득(샷건),76
2020년 하계 올림픽 아프가니스탄 선수단,수영,아프가니스탄은 2021년 6월 28일 FINA 포인트 시스템을 기반으로 FINA로부터 각각의 개인 경기에서 상위 랭크 수영 선수 1명을 올림픽에 파견하라는 보편성 초대를 받았습니다.,44
2020년 하계 올림픽 세인트빈센트 그레나딘,요약,세인트빈센트 그레나딘은 2020년 도쿄 하계 올림픽에 참가했습니다. 원래 2020년 7월 24일부터 8월 9일까지 열릴 예정이던 올림픽은 COVID-19 대유행으로 인해 2021년 7월 23일부터 8월 8일까지로 연기되었습니다. 하계 올림픽에서 국가의 아홉 번째 출전이었습니다.,67
2020년 하계 올림픽 세인트빈센트 그레나딘,수영,세인트 빈센트 그레나딘은 2021년 6월 28일의 FINA 포인트 시스템에 따라 각각의 개인 경기에서 2명의 상위 수영 선수(성별당 1명)를 올림픽에 보내도록 FINA로부터 보편성 초대를 받았습니다.,53
2020년 하계 올림픽 소말리아 선수단,요약,소말리아는 2020년 도쿄 하계 올림픽에 참가했습니다. 원래 2020년 7월 24일부터 8월 9일까지 열릴 예정이던 올림픽은 COVID-19 대유행으로 인해 2021년 7월 23일부터 8월 8일까지로 연기되었습니다. 1972년 하계올림픽에 처음 출전한 이후 10번째 올림픽 출전이다.,69
2020년 하계 올림픽 쿡 제도,요약,쿡 제도는 2020년 도쿄 하계 올림픽에 참가했습니다. 당초 2020년 7월 24일부터 8월 9일까지 열릴 예정이던 올림픽은 코로나19 팬데믹으로 인해 2021년 7월 23일부터 8월 8일까지로 연기되었습니다. 이로써 우리나라는 9회 연속 하계올림픽에 출전하게 됐다.,63
2020년 하계 올림픽 쿡 제도,슬라롬,쿡 제도는 스페인 La Seu d'Urgell에서 열린 2019 ICF 카누 슬라롬 세계 선수권 대회에서 적격 NOC 16위에 올라 여자 K-1 클래스에서 1명의 카누 선수 자격을 얻었습니다.,51
2020년 하계 올림픽 쿡 제도,스프린트,쿡 제도의 카누 선수들은 뉴사우스웨일스주 펜리스에서 열리는 2020 오세아니아 선수권 대회를 통해 다음 각 거리에서 2개의 보트를 출전했습니다. 예선 범례: FA = 결승 A 진출(메달); FB = 최종 B에 진출(비메달),67
2020년 하계 올림픽 소프트볼,요약,소프트볼은 2008년 하계 올림픽 이후 처음으로 2020년 도쿄 하계 올림픽에 채택되었습니다. 토너먼트는 6개 팀으로 구성되었습니다. 야구/소프트볼은 2020년 하계 올림픽 프로그램에만 추가된 다섯 가지 스포츠 중 하나였습니다. 2011년 후쿠시마 제1원자력 재해로부터 후쿠시마의 복구를 강조하기 위한 노력의 일환으로 첫 6개의 개막전은 후쿠시마 아즈마 야구장에서 열렸고 나머지 경기는 요코하마 스타디움에서 열렸습니다. 소프트볼은 2024년에 재개되지 않습니다. 원래 2020년에 개최될 예정이었으나 2020년 3월 24일 COVID-19 대유행으로 인해 올림픽이 2021년으로 연기되었습니다. 이 전염병으로 인해 게임은 비공개로 진행되었습니다. 호주와 일본의 대회 개막전은 1996년 이후 처음으로 하계 올림픽 개막전이 축구 경기가 아닌 것을 의미했다.,183
2020년 하계 올림픽 소프트볼,경쟁 형식,"소프트볼 토너먼트는 각 팀이 서로 한 게임씩 플레이하는 6개 팀의 단일 라운드 로빈 방식으로 진행되었습니다. 상위 2개 팀은 금메달 게임에 진출했고, 3위와 4위 팀은 동메달 게임에 진출했습니다. 라운드 로빈 단계의 순위는 승/패율에 의해 결정되었으며, 최종적으로 필요하지는 않았지만 일대일 기록과 골 차이에 대한 추가 타이 브레이커가 있습니다.",94
2020년 하계 올림픽 소프트볼,자격,"주최국으로서 자동으로 예선을 통과하는 일본을 포함한 6개 팀이 예선을 통과했습니다. 미국팀이 2018 여자소프트볼세계선수권대회에서 우승해 세계챔피언으로서 올림픽에 진출했다. 나머지 4개의 자리는 유럽/아프리카 토너먼트 1개, 아시아/오세아니아 토너먼트 1개, 미주 토너먼트 2개의 예선 토너먼트를 통해 할당되었습니다. 이탈리아, 멕시코, 캐나다 및 호주는 해당 토너먼트에서 우승하여 자격을 얻었습니다.",95
2020년 하계 올림픽 소프트볼,팀 스쿼드,총 6개국이 각각 15명의 선수로 구성된 소프트볼 팀에 참가했습니다. 호주(15) 캐나다(15) 이탈리아(15) 일본(15) 멕시코(15) 미국(15),48
2020년 하계 올림픽 소프트볼,45128,"호주는 2020년 하계 올림픽 첫 경기에서 개최국이자 2008년 챔피언 일본을 상대했습니다. Yukiko Ueno는 일본으로 선발 출전하여 Michelle Cox에게 리드오프 싱글을 허용했습니다. 플라이 아웃 후 우에노는 타자를 걸고 다른 타자를 쳐서 베이스를 장전했습니다. Taylah Tsitsikronis는 투구에 맞아 Cox를 득점하고 호주에 10 리드를 제공했습니다. Kaia Parnaby가 호주로 출발했습니다. 1회말 유 야마모토가 우익수 투아웃으로 일본의 경기를 동점으로 만들었다. 나이토 미노리가 3회 2점 홈런으로 동점을 만들었고, 일본은 4회 야마토 후지타의 홈런에 이어 51타를 기록했다. Tarni Stepto는 마운드 중반에 Parnaby를 대신해 안타와 희생플라이를 허용하면서 일본에게 61점의 리드를 안겨주었습니다. Miu Goto는 5회 우에노가 5회에 원아웃 볼넷을 허용하고 호주의 위협을 끝내기 위해 장전된 채 첼시 포킨을 삼진으로 잡은 후 들어왔습니다. 5회말에는 야마모토 유가 중견수 홈런으로 경기를 끝내며 81타를 기록하며 올림픽 동점골을 터뜨렸다. 미국은 베테랑 캣 오스터만을 마운드에 내세웠고, 에밀리 카로손을 치고 아웃을 유도하며 첫 두 타자를 삼진으로 잡아내며 1회를 마무리했다. Greta Cecchetti는 이탈리아 대표로 투구했습니다. Haylie McCleney는 실수로 1위에 올랐지만 Janie Reed 야수의 선택으로 2위에 올랐습니다. 리드가 2루를 훔치고 발레리 아리오토가 걸었지만 미국인들은 득점하지 못했습니다. 4이닝 동안 오스터만은 아직 안타를 허용하지 않았다. 4회말에는 볼넷, 번트 희생, 미셸 몰트리의 안타로 미국이 10점 차로 앞섰다. 5회에는 Andrea Filler가 이탈리아의 유일한 안타를 위해 안타를 쳤지만 득점에 실패했습니다. 미국의 포수 Aubree Munro는 6회에 안타를 쳤고 실책으로 2위에 올랐고, McCleney가 1루와 3루에서 1루타를 기록했습니다. Alexia Lacatena가 Cecchetti를 대신했고 미국은 Janie Reed 희생 플라이로 두 번째 득점을 기록했습니다. 7회에는 Monica Abbott가 Osterman을 교체하고 측면 삼진을 잡아내며 미국에 20승을 안겨주었습니다. 멕시코의 달라스 에스코베도를 상대로 빅토리아 헤이워드가 골로 선두를 달리고 있었다. Larissa Franklin의 번트 싱글과 Kaleigh Rafter와 Jenn Salling의 싱글 2개로 멕시코가 타석에 들어서면서 캐나다가 20점 차로 앞서게 되었습니다. 재향군인병에서 회복한 지 3년 후, 사라 그로네베겐은 캐나다를 위해 마운드에 올랐고 처음 6명의 멕시코 타자를 은퇴시켰습니다. 3회에는 샐링이 우익수 솔로 홈런으로 캐나다의 리드를 더했다. 네 번째에서 Hayward는 다시 한 골을 넣었고, 두 번째로 도루했고, 그라운드 아웃에서 세 번째로 이동했으며, Kelsey Harshman 싱글에서 득점하여 캐나다 40 위를 기록했습니다. Jenna Caira는 5회에 Groenewegen을 교체했고 Danielle Lawrie는 캐나다에서 6회에 들어와 세이브를 기록하기 위해 남은 경기를 투구했습니다.",665
2020년 하계 올림픽 소프트볼,45129,"Sara Groenewegen은 전날 일본에 패한 후 캐나다로 출발했습니다. 미국인들은 야수 선택 인 Haylie McCleney의 싱글, Amanda Chidester의 싱글, 투구에 맞은 Ali Aguilar의 싱글로 1 위를 차지했습니다. Groenewegen은 Michelle Moultrie를 삼진으로 이닝을 끝냈습니다. Monica Abbott는 전날 세이브를 기록한 후 미국으로 출발했습니다. 2이닝 동안 두 투수 모두 삼진 4개를 기록했다. Jenna Caira는 3회 Groenewegen을 구제하고 6연타자를 퇴장시켰다. 5회초에는 Chidester가 싱글로 McCleney를 득점하면서 미국인들이 선두를 차지했습니다. Abbott는 우세를 유지하여 9 삼진을 기록하고 완전한 게임 종료에서 단 한 번의 안타를 허용했습니다. Yukiko Ueno는 39번째 생일에 경기를 시작했고 Danielle O'Toole은 멕시코로 출발했습니다. 야마토 후지타는 2회말 자신의 대회 2번째 솔로 홈런으로 득점포를 터트려 일본에 10점 차를 내줬다. 아니사 우르테즈(Anissa Urtez)는 5회 중견수 솔로 홈런으로 멕시코의 경기 동점을 만들었습니다. 일본은 5회말 아가츠마 하루카가 2루타를 터트려 21점차 리드를 잡았다. 우에노는 7회를 시작하기 위해 경기에 남았다. Anissa Urtez는 Eri Yamada가 떨어뜨린 중견수 플라이볼을 쳐서 Suzy Brookshire를 득점하고 동점을 기록했습니다. Miu Goto는 우에노를 안심시키고 잼을 탈출했습니다. 일본은 7회 득점에 실패하며 승부를 연장전으로 돌렸다. 8회초 캐나다가 무사 만루로 만루했지만 모토가 측면 삼진을 당했다. 일본은 8회 전반전에서 마나 아츠미 번트가 Eri를 득점하면서 승리했습니다. 후쿠시마에서 열린 마지막 경기에서 Kaia Parnaby는 호주를 위해, Greta Cecchetti는 이탈리아를 위해 시작했습니다. 2회 말, Taylah Tsitsikronis는 왼쪽 필드로 두 배로 뛰었고 Tarni Stepto 땅볼 아웃에서 3루로 진출했습니다. 그녀는 Jade Wall이 내야 1루수에서 2루수로 이겼을 때 득점했습니다. 호주는 남은 경기에서 선두를 지켰습니다. Ellen Roberts는 7 회에 Parnaby를 1 위와 2 위 주자와 함께 삼진하고 메달에 대한 호주의 희망을 유지하기 위해 Marta Gasparotto를 삼진했습니다.",499
2020년 하계 올림픽 소프트볼,45131,"호주와 캐나다는 전날 개막식을 마치고 현재 요코하마에서 조별리그 후반전을 시작했다. Sara Groenewegen을 마주한 호주는 Leigh Godfrey 싱글, Stacey Porter 그라운드 룰 더블, Taylah Tsitsikronis의 투구 안타에 아웃없이 1 루를 기록했습니다. Jade Wall이 볼넷을 내면서 10점차 리드를 잡았지만 Groenewegen이 다음 두 타자를 삼진으로 잡아내 위협을 끝냈습니다. 엘렌 로버츠를 상대한 캐나다는 1회 3실점으로 화답했다. Victoria Hayward는 3루수 Stacey Porter가 Larissa Franklin의 땅볼을 1루수를 제치고 던지면서 득점했고 캐나다는 Jenn Salling의 그라운드 룰 2루타로 2점을 더 추가했습니다. 호주는 2회초 다시 기지를 장전했다. Jenna Caira는 Groenewegen을 교체하고 실점을 허용하지 않고 탈출했습니다. 2회 말 1루에서 Chelsea Forkin의 투구 실책으로 캐나다의 또 다른 득점이 기록되었고 Erika Polidori의 그라운드 룰 2루타 이후 61타를 기록했습니다. Emma Entzminger는 캐나다가 71점 차로 앞서기 위해 4회에 또 다른 실점을 노크했고, Lauren Regula는 경기를 끝내기 위해 7번째 투구를 했습니다. 멕시코는 댈러스 에스코베도를 마운드로 보내 멕시코의 첫 토너먼트 우승을 노렸고, 미국은 캣 오스터만을 선발로 내세웠다. 멕시코는 2회 말 빅토리아 비달레스가 유격수에게 내야 안타를 쳐내며 유일한 안타를 쳤다. 3회초 리드오프 볼넷과 Haylie McCleney 싱글은 Escobedo가 Danielle O'Toole로 교체되는 것을 보았습니다. Danielle O'Toole은 2아웃을 얻었고 Ali Aguilar가 중견수로 골을 넣기 전에 의도적으로 Valerie Arioto를 볼넷으로 미국에게 20 리드를 제공했습니다. 6회초 아니사 우르테즈가 홈에서 아리오토를 그라운드 아웃으로 내쫓아 점수를 아슬아슬하게 유지했다. Monica Abbott는 미국의 세 번째 토너먼트 우승을 확보하기 위해 무실점 7 이닝을 던졌습니다. 이번 대회 첫 등판한 후지타 야마토가 일본 대표로 선발 등판했다. 그녀는 베아트리체 리치에게 2루타를 허용하기 전에 2이닝 무실점 투구를 했고 고토 미우가 타자를 삼진으로 잡아내고 3회를 탈출하기 위해 2개의 땅볼 아웃을 잡아냈다. 4회초에는 3루수 유 야마모토가 2점 홈런을 터트려 일본이 20점 차로 앞서갔다. 다음 타자인 후지타는 로라 비냐가 구장에 보관하고 있던 딥플라이 볼을 날렸다. 6회 후지타는 대회 3번째 홈런으로 일본에 3점을 더 내줬다. 19명의 타자 중 9명을 삼진으로 잡은 모토는 남은 경기를 투구해 일본에 3승을 안겼다.",579
